Coletânea,Latitude,Longitude,Cidade,Participantes,Compradores,PorcentagemCompradores,LivrosVendidos,Total
7ª Coletânea de Poemas-Sonetos-Cordéis,-32.21682558463208,-52.4033453973676,Rio Grande,1,1,1.0,3.0,145.35
7ª Coletânea de Poemas-Sonetos-Cordéis,-28.651306089383947,-49.12583202300739,Sangão,1,1,1.0,5.0,230.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-27.17324991181695,-48.51748584687266,Bombinhas,1,1,1.0,5.0,225.34
7ª Coletânea de Poemas-Sonetos-Cordéis,-26.828725708400757,-48.727410045831725,Navegantes,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-24.2792418799444,-47.01299429546972,Peruíbe,1,1,1.0,1.0,58.010000000000005
7ª Coletânea de Poemas-Sonetos-Cordéis,-24.09223450995626,-46.83451904131375,Itanhaém,1,1,1.0,2.0,98.31
7ª Coletânea de Poemas-Sonetos-Cordéis,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,57.07
7ª Coletânea de Poemas-Sonetos-Cordéis,-23.81293441083361,-46.55079323325453,São Bernardo do Campo,1,1,1.0,2.0,92.65
7ª Coletânea de Poemas-Sonetos-Cordéis,-23.70106752053417,-46.40279870449981,Ribeirão Pires,1,1,1.0,1.0,40.01
7ª Coletânea de Poemas-Sonetos-Cordéis,-23.649772734594887,-46.64805277523613,São Paulo,3,3,1.0,5.0,239.51
7ª Coletânea de Poemas-Sonetos-Cordéis,-23.507923235518877,-47.2292840292988,Mairinque,1,1,1.0,2.0,98.28999999999999
7ª Coletânea de Poemas-Sonetos-Cordéis,-23.123212673011,-46.58677921253795,Atibaia,1,1,1.0,3.0,135.89
7ª Coletânea de Poemas-Sonetos-Cordéis,-22.923153344908297,-43.45097574711059,Rio de Janeiro,3,3,1.0,8.0,401.44000000000005
7ª Coletânea de Poemas-Sonetos-Cordéis,-22.915311736386744,-42.8169709581896,Maricá,1,1,1.0,1.0,61.96
7ª Coletânea de Poemas-Sonetos-Cordéis,-22.914179768863,-45.237218532269935,Aparecida,1,1,1.0,1.0,57.07
7ª Coletânea de Poemas-Sonetos-Cordéis,-22.88369221162565,-47.04377412585483,Campinas,1,1,1.0,1.0,51.81
7ª Coletânea de Poemas-Sonetos-Cordéis,-22.563631597382173,-51.52167571504764,Narandiba,1,1,1.0,3.0,139.25
7ª Coletânea de Poemas-Sonetos-Cordéis,-22.373860035183437,-47.57988506425317,Rio Claro,1,1,1.0,1.0,57.07
7ª Coletânea de Poemas-Sonetos-Cordéis,-21.745403092737654,-43.46472955075851,Juiz de Fora,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-21.210785854051444,-47.821289177547385,Ribeirão Preto,1,1,1.0,1.0,57.07
7ª Coletânea de Poemas-Sonetos-Cordéis,-20.303955023171984,-39.08952310984636,Vitória,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-19.9026455188955,-43.959976375450296,Belo Horizonte,1,1,1.0,1.0,58.05
7ª Coletânea de Poemas-Sonetos-Cordéis,-19.58047625198763,-47.97721950445308,Uberaba,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-16.08465951064858,-47.98851599965194,Valparaíso de Goiás,1,1,1.0,1.0,58.010000000000005
7ª Coletânea de Poemas-Sonetos-Cordéis,-16.0807641634827,-49.822845261466384,Itaberaí,1,1,1.0,30.0,1200.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-15.780989331973744,-47.79684222599881,Brasília,2,2,1.0,18.0,791.03
7ª Coletânea de Poemas-Sonetos-Cordéis,-13.218279698566825,-44.38002189116541,Santa Maria da Vitória,1,1,1.0,3.0,148.21
7ª Coletânea de Poemas-Sonetos-Cordéis,-12.21114842373132,-39.77713152037757,Ipirá,1,1,1.0,5.0,233.43
7ª Coletânea de Poemas-Sonetos-Cordéis,-10.994173586029795,-37.09490636235426,Aracaju,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-10.220124521865616,-48.15209579471437,Palmas,2,2,1.0,2.0,116.08
7ª Coletânea de Poemas-Sonetos-Cordéis,-8.039333909339504,-34.9330874014771,Recife,1,1,1.0,2.0,107.21000000000001
7ª Coletânea de Poemas-Sonetos-Cordéis,-7.7950253204515665,-36.64653588244566,Congo,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-6.739717082656657,-38.22521530761006,Sousa,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-5.803168491981682,-35.22884262994936,Natal,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-2.6336837953234915,-44.28090324284821,São Luís,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-2.505227892705939,-44.12406872559987,Paço do Lumiar,1,1,1.0,1.0,58.0
7ª Coletânea de Poemas-Sonetos-Cordéis,-1.2407089366917534,-48.4599103618659,Belém,1,1,1.0,1.0,58.0
A força da Amizade,-30.09520265051514,-51.16455566334894,Porto Alegre,1,1,1.0,3.0,120.75
A força da Amizade,-29.734725316985852,-51.04905708151664,Novo Hamburgo,1,1,1.0,2.0,87.75
A força da Amizade,-27.17324991181695,-48.51748584687266,Bombinhas,1,1,1.0,10.0,366.27
A força da Amizade,-24.2792418799444,-47.01299429546972,Peruíbe,1,1,1.0,1.0,50.11
A força da Amizade,-24.09223450995626,-46.83451904131375,Itanhaém,1,1,1.0,3.0,117.28999999999999
A força da Amizade,-23.727924883403407,-46.44161157309538,Santo André,1,1,1.0,1.0,44.81
A força da Amizade,-23.649772734594887,-46.64805277523613,São Paulo,3,3,1.0,9.0,337.35
A força da Amizade,-23.507923235518877,-47.2292840292988,Mairinque,1,1,1.0,1.0,50.07
A força da Amizade,-23.21926864550553,-46.82490871975543,Várzea Paulista,1,1,1.0,1.0,50.07
A força da Amizade,-22.93832004855557,-46.55594884151272,Bragança Paulista,1,1,1.0,3.0,117.28
A força da Amizade,-22.923153344908297,-43.45097574711059,Rio de Janeiro,1,1,1.0,3.0,124.71000000000001
A força da Amizade,-22.914179768863,-45.237218532269935,Aparecida,1,1,1.0,3.0,117.28
A força da Amizade,-22.68668058662491,-43.50181763071247,Nova Iguaçu,1,1,1.0,1.0,54.96
A força da Amizade,-22.373860035183437,-47.57988506425317,Rio Claro,1,1,1.0,1.0,50.09
A força da Amizade,-22.253921120380333,-49.12614687946096,Bauru,2,2,1.0,3.0,134.35
A força da Amizade,-21.745403092737654,-43.46472955075851,Juiz de Fora,1,1,1.0,1.0,51.0
A força da Amizade,-20.303955023171984,-39.08952310984636,Vitória,1,1,1.0,1.0,51.05
A força da Amizade,-19.9026455188955,-43.959976375450296,Belo Horizonte,3,3,1.0,5.0,222.8
A força da Amizade,-19.887161525004213,-44.08400420892467,Contagem,1,1,1.0,1.0,51.05
A força da Amizade,-15.780989331973744,-47.79684222599881,Brasília,2,2,1.0,4.0,171.75
A força da Amizade,-10.220124521865616,-48.15209579471437,Palmas,1,1,1.0,1.0,51.010000000000005
A força da Amizade,-8.039333909339504,-34.9330874014771,Recife,1,1,1.0,1.0,51.03
A força da Amizade,-5.803168491981682,-35.22884262994936,Natal,1,1,1.0,2.0,98.65
Aconteceu na Olimpíada,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,42.07
Aconteceu na Olimpíada,-23.81293441083361,-46.55079323325453,São Bernardo do Campo,1,1,1.0,4.0,112.65
Aconteceu na Olimpíada,-23.75973691007183,-46.02998601334051,Bertioga,1,1,1.0,1.0,42.07
Aconteceu na Olimpíada,-23.528737980986808,-46.7892662409682,Osasco,1,1,1.0,1.0,36.81
Aconteceu na Olimpíada,-22.914179768863,-45.237218532269935,Aparecida,1,1,1.0,1.0,42.07
Aconteceu na Olimpíada,-22.42562880605576,-43.91296783132515,Barra do Piraí,1,1,1.0,1.0,46.96
Aconteceu na Olimpíada,-20.391000668267704,-43.610401365245785,Ouro Preto,1,1,1.0,3.0,98.19
Aconteceu na Olimpíada,-19.9026455188955,-43.959976375450296,Belo Horizonte,2,2,1.0,2.0,89.2
Aconteceu na Olimpíada,-18.78333765391893,-41.963509766961856,Governador Valadares,1,1,1.0,6.0,176.34
Aconteceu na Olimpíada,-4.618014215306638,-44.5813764281003,Pedreiras,1,1,1.0,1.0,111.34
Aconteceu num Carnaval,-26.728143081032524,-49.17330716266088,Pomerode,1,1,1.0,1.0,59.6
Aconteceu num Carnaval,-26.383547516357737,-51.00782080067218,Porto União,1,1,1.0,2.0,103.19
Aconteceu num Carnaval,-24.2792418799444,-47.01299429546972,Peruíbe,1,1,1.0,1.0,57.129999999999995
Aconteceu num Carnaval,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,57.07
Aconteceu num Carnaval,-23.8542786684703,-46.83064934106134,Embu-Guaçu,1,1,1.0,1.0,51.81
Aconteceu num Carnaval,-23.81293441083361,-46.55079323325453,São Bernardo do Campo,1,1,1.0,3.0,135.89
Aconteceu num Carnaval,-23.649772734594887,-46.64805277523613,São Paulo,7,7,1.0,20.0,897.6099999999999
Aconteceu num Carnaval,-23.507923235518877,-47.2292840292988,Mairinque,1,1,1.0,1.0,57.09
Aconteceu num Carnaval,-22.924992411927533,-42.16001875235804,Arraial do Cabo,1,1,1.0,1.0,59.65
Aconteceu num Carnaval,-22.923153344908297,-43.45097574711059,Rio de Janeiro,5,5,1.0,16.0,773.76
Aconteceu num Carnaval,-22.915311736386744,-42.8169709581896,Maricá,1,1,1.0,1.0,61.96
Aconteceu num Carnaval,-22.72323669385784,-47.28911730195777,Americana,1,1,1.0,1.0,51.81
Aconteceu num Carnaval,-22.563631597382173,-51.52167571504764,Narandiba,1,1,1.0,3.0,139.25
Aconteceu num Carnaval,-22.50570124432169,-44.18829241330677,Barra Mansa,1,1,1.0,1.0,61.97
Aconteceu num Carnaval,-22.397886867706276,-43.15681136396083,Petropolis,1,1,1.0,2.0,107.15
Aconteceu num Carnaval,-22.373860035183437,-47.57988506425317,Rio Claro,1,1,1.0,1.0,57.11
Aconteceu num Carnaval,-20.6675397969475,-50.90092635805423,Sud Mennucci,1,1,1.0,2.0,98.28999999999999
Aconteceu num Carnaval,-20.303955023171984,-39.08952310984636,Vitória,1,1,1.0,1.0,59.6
Aconteceu num Carnaval,-20.074093467675148,-43.9040187096192,Nova Lima,1,1,1.0,1.0,59.61
Aconteceu num Carnaval,-19.9026455188955,-43.959976375450296,Belo Horizonte,4,4,1.0,6.0,322.74
Aconteceu num Carnaval,-19.636332909841308,-46.97214853970688,Araxá,1,1,1.0,1.0,59.6
Aconteceu num Carnaval,-15.780989331973744,-47.79684222599881,Brasília,1,1,1.0,1.0,59.65
Aconteceu num Carnaval,-12.873462706422824,-38.51473369577287,Salvador,1,1,1.0,1.0,59.6
Aconteceu num Carnaval,-10.220124521865616,-48.15209579471437,Palmas,1,1,1.0,1.0,59.629999999999995
Aconteceu num Carnaval,-7.331260347834574,-48.58777767857914,Araguaína,1,1,1.0,3.0,161.39
Aconteceu num Carnaval,-5.803168491981682,-35.22884262994936,Natal,1,1,1.0,3.0,155.85
Carta para uma Mãe,-26.728143081032524,-49.17330716266088,Pomerode,1,1,1.0,1.0,54.61
Carta para uma Mãe,-26.383547516357737,-51.00782080067218,Porto União,1,1,1.0,2.0,93.19
Carta para uma Mãe,-26.29486176258533,-49.34999624306938,São Bento do Sul,1,1,1.0,15.0,563.39
Carta para uma Mãe,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,52.07
Carta para uma Mãe,-23.81293441083361,-46.55079323325453,São Bernardo do Campo,1,1,1.0,2.0,82.65
Carta para uma Mãe,-23.75435271718621,-45.60677548359627,São Sebastião,1,1,1.0,2.0,88.28
Carta para uma Mãe,-23.649772734594887,-46.64805277523613,Sao Paulo,2,2,1.0,6.0,237.7
Carta para uma Mãe,-23.649772734594887,-46.64805277523613,São Paulo,3,3,1.0,10.0,390.35
Carta para uma Mãe,-23.40266548145858,-46.45486418029879,Guarulhos,1,1,1.0,1.0,46.81
Carta para uma Mãe,-23.40089774069177,-51.96780084222947,Maringá,1,1,1.0,1.0,54.6
Carta para uma Mãe,-23.31416490655508,-46.73575223978427,Franco da Rocha,1,1,1.0,1.0,46.83
Carta para uma Mãe,-23.298847323772957,-45.99051791454982,Jacareí,1,1,1.0,2.0,88.28
Carta para uma Mãe,-23.09042668268638,-45.92856503489021,São José dos Campos,1,1,1.0,2.0,88.28
Carta para uma Mãe,-22.924992411927533,-42.16001875235804,Arraial do Cabo,1,1,1.0,1.0,56.97
Carta para uma Mãe,-22.914179768863,-45.237218532269935,Aparecida,1,1,1.0,1.0,52.07
Carta para uma Mãe,-22.397886867706276,-43.15681136396083,Petropolis,1,1,1.0,2.0,97.15
Carta para uma Mãe,-22.395779535747444,-48.34051599630755,Dois Córregos,1,1,1.0,5.0,194.25
Carta para uma Mãe,-22.373860035183437,-47.57988506425317,Rio Claro,1,1,1.0,1.0,52.07
Carta para uma Mãe,-22.232034501539047,-47.0289922557125,Mogi Guaçu,1,1,1.0,1.0,52.07
Carta para uma Mãe,-21.210785854051444,-47.821289177547385,Ribeirão Preto,1,1,1.0,1.0,52.07
Carta para uma Mãe,-20.303955023171984,-39.08952310984636,Vitória,1,1,1.0,3.0,126.75
Carta para uma Mãe,-19.9026455188955,-43.959976375450296,Belo Horizonte,3,3,1.0,6.0,384.26
Carta para uma Mãe,-19.711972269375423,-42.102051404221015,Caratinga,1,1,1.0,2.0,93.19
Carta para uma Mãe,-19.64212207929758,-43.97496041275937,Confins,1,1,1.0,2.0,148.19
Carta para uma Mãe,-19.636332909841308,-46.97214853970688,Araxá,1,1,1.0,1.0,54.6
Carta para uma Mãe,-15.780989331973744,-47.79684222599881,Brasília,1,1,1.0,2.0,91.75
Carta para uma Mãe,-15.096200845216725,-54.21993095473693,Primavera do Leste,1,1,1.0,1.0,54.6
Carta para uma Mãe,-12.21114842373132,-39.77713152037757,IPIRÁ,1,1,1.0,3.0,130.8
Carta para uma Mãe,-11.301151072958396,-61.32467985927263,Cacoal,1,1,1.0,1.0,54.6
Carta para uma Mãe,-10.220124521865616,-48.15209579471437,Palmas,1,1,1.0,2.0,97.21000000000001
Carta para uma Mãe,-8.039333909339504,-34.9330874014771,Recife,1,1,1.0,3.0,132.2
Carta para uma Mãe,-7.7950253204515665,-36.64653588244566,Congo,1,1,1.0,1.0,54.6
Carta para uma Mãe,-4.618014215306638,-44.5813764281003,Pedreiras,1,1,1.0,1.0,216.57999999999998
Centenario Millor,-29.78476287921024,-53.82503474744262,Santa Maria,1,1,1.0,3.0,128.19
Centenario Millor,-27.741711133051776,-48.79654070087142,Santo Amaro da Imperatriz,1,1,1.0,1.0,53.010000000000005
Centenario Millor,-27.17324991181695,-48.51748584687266,Bombinhas,1,1,1.0,10.0,386.26
Centenario Millor,-25.47784873597473,-49.2882400183204,Curitiba,1,1,1.0,1.0,53.05
Centenario Millor,-24.2792418799444,-47.01299429546972,Peruíbe,1,1,1.0,1.0,52.07
Centenario Millor,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,2.0,88.28999999999999
Centenario Millor,-23.649772734594887,-46.64805277523613,São Paulo,3,3,1.0,5.0,211.29000000000002
Centenario Millor,-23.194564968802872,-46.91300767512536,Jundiaí,1,1,1.0,1.0,46.81
Centenario Millor,-23.09042668268638,-45.92856503489021,São José dos Campos,1,1,1.0,3.0,123.28
Centenario Millor,-22.93832004855557,-46.55594884151272,Bragança Paulista,1,1,1.0,2.0,88.31
Centenario Millor,-22.923153344908297,-43.45097574711059,Rio de Janeiro,6,6,1.0,32.0,1243.21
Centenario Millor,-22.397886867706276,-43.15681136396083,Petropolis,1,1,1.0,4.0,169.31
Centenario Millor,-22.397886867706276,-43.15681136396083,Petrópolis,1,1,1.0,1.0,56.97
Centenario Millor,-22.373860035183437,-47.57988506425317,Rio Claro,1,1,1.0,1.0,52.09
Centenario Millor,-21.79289972121012,-48.847842988742734,Ibitinga,1,1,1.0,1.0,52.07
Centenario Millor,-20.074093467675148,-43.9040187096192,Nova Lima,1,1,1.0,2.0,91.75
Centenario Millor,-19.9026455188955,-43.959976375450296,Belo Horizonte,2,2,1.0,5.0,216.91000000000003
Centenario Millor,-19.887161525004213,-44.08400420892467,Contagem,1,1,1.0,1.0,53.0
Centenario Millor,-15.975533537155236,-55.191879420630045,Jaciara,1,1,1.0,1.0,53.03
Centenario Millor,-5.803168491981682,-35.22884262994936,Natal,1,1,1.0,6.0,245.85
Centenario Millor,-4.618014215306638,-44.5813764281003,Pedreiras,1,1,1.0,1.0,53.010000000000005
Centenario Millor,-3.7858297372327256,-38.52800107786928,Fortaleza,1,1,1.0,1.0,53.03
Centenario Millor,0.5627246480325606,-50.69180232773759,Macapa,1,1,1.0,3.0,137.64
Centenário do Dia da Criança,-28.019743450430536,-50.34041785200538,Lages,1,1,1.0,3.0,122.19
Centenário do Dia da Criança,-27.931991984718888,-55.1431641415638,Porto Xavier,1,1,1.0,5.0,190.34
Centenário do Dia da Criança,-27.577647827362725,-48.50816622305268,Florianópolis,1,1,1.0,2.0,87.75
Centenário do Dia da Criança,-24.2792418799444,-47.01299429546972,Peruíbe,1,1,1.0,1.0,50.07
Centenário do Dia da Criança,-24.09223450995626,-46.83451904131375,Itanhaém,1,1,1.0,2.0,84.28
Centenário do Dia da Criança,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,50.07
Centenário do Dia da Criança,-23.81293441083361,-46.55079323325453,São Bernardo do Campo,1,1,1.0,2.0,78.65
Centenário do Dia da Criança,-23.75973691007183,-46.02998601334051,Bertioga,1,1,1.0,1.0,44.81
Centenário do Dia da Criança,-22.923153344908297,-43.45097574711059,Rio de Janeiro,3,3,1.0,8.0,341.13
Centenário do Dia da Criança,-22.914179768863,-45.237218532269935,Aparecida,1,1,1.0,1.0,50.07
Centenário do Dia da Criança,-22.68668058662491,-43.50181763071247,Nova Iguacu,1,1,1.0,1.0,54.96
Centenário do Dia da Criança,-22.397886867706276,-43.15681136396083,Petrópolis,1,1,1.0,1.0,54.96
Centenário do Dia da Criança,-21.91867727425055,-47.867163570336224,São Carlos,1,1,1.0,1.0,50.07
Centenário do Dia da Criança,-20.391000668267704,-43.610401365245785,Ouro Preto,1,1,1.0,2.0,89.19
Centenário do Dia da Criança,-19.9026455188955,-43.959976375450296,Belo Horizonte,3,3,1.0,6.0,261.1
Centenário do Dia da Criança,-18.78333765391893,-41.963509766961856,Governador Valadares,1,1,1.0,10.0,360.0
Centenário do Dia da Criança,-16.535479312036742,-57.833527814362384,Caceres,1,1,1.0,1.0,52.6
Centenário do Dia da Criança,-13.877505068267896,-40.14612789429533,Jequié,1,1,1.0,12.0,435.92
Centenário do Dia da Criança,-12.21114842373132,-39.77713152037757,Ipirá,1,1,1.0,5.0,193.21
Centenário do Dia da Criança,-10.220124521865616,-48.15209579471437,Palmas,1,1,1.0,1.0,52.6
Centenário do Dia da Criança,-6.504922462850648,-35.29092428417749,Montanhas,1,1,1.0,1.0,52.6
Clima Extremo,-30.09520265051514,-51.16455566334894,Porto Alegre,2,2,1.0,8.0,327.81
Clima Extremo,-29.201761755080422,-50.556635483047366,São Francisco de Paula,1,1,1.0,1.0,54.65
Clima Extremo,-26.728143081032524,-49.17330716266088,Pomerode,1,1,1.0,1.0,54.61
Clima Extremo,-25.027525771770293,-53.37959433675975,Cascavel,2,2,1.0,5.0,219.97
Clima Extremo,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,52.07
Clima Extremo,-23.75973691007183,-46.02998601334051,Bertioga,1,1,1.0,1.0,52.07
Clima Extremo,-23.40089774069177,-51.96780084222947,Maringá,1,1,1.0,1.0,54.6
Clima Extremo,-23.31416490655508,-46.73575223978427,Franco da Rocha,1,1,1.0,1.0,46.81
Clima Extremo,-22.924992411927533,-42.16001875235804,Arraial do Cabo,1,1,1.0,1.0,54.629999999999995
Clima Extremo,-22.923153344908297,-43.45097574711059,Rio de Janeiro,3,3,1.0,19.0,751.4300000000001
Clima Extremo,-22.72323669385784,-47.28911730195777,Americana,1,1,1.0,1.0,46.81
Clima Extremo,-22.397886867706276,-43.15681136396083,Petrópolis,1,1,1.0,1.0,56.96
Clima Extremo,-20.391000668267704,-43.610401365245785,Ouro Preto,1,1,1.0,4.0,165.34
Clima Extremo,-19.9026455188955,-43.959976375450296,Belo Horizonte,2,2,1.0,2.0,109.22999999999999
Clima Extremo,-19.64212207929758,-43.97496041275937,Confins,1,1,1.0,2.0,93.19
Clima Extremo,-16.62019402446142,-43.92877534886892,Montes Claros,1,1,1.0,2.0,93.19
